model_family,c,class_weight,classes,positive_probability_column,threshold,true_positives,false_positives,true_negatives,false_negatives,precision,recall,specificity,balanced_accuracy,f1,f2,confusion_matrix,predicted_class_counts,lower,upper,review_count,review_rate,automatic_decision_coverage,auto_non_sif,auto_sif,human_positive_routed_auto_non_sif
tfidf,1.0,none,"[np.int64(0), np.int64(1)]",1,0.39999999999999997,74,18,0,0,0.8043478260869565,1.0,0.0,0.5,0.891566265060241,0.9536082474226806,"[[0, 18], [0, 74]]","{'NON_SIF_POTENTIAL': 0, 'SIF_POTENTIAL': 92}",0.29999999999999993,0.5,0,0.0,1.0,0,92,0
tfidf,1.0,none,"[np.int64(0), np.int64(1)]",1,0.44999999999999996,74,18,0,0,0.8043478260869565,1.0,0.0,0.5,0.891566265060241,0.9536082474226806,"[[0, 18], [0, 74]]","{'NON_SIF_POTENTIAL': 0, 'SIF_POTENTIAL': 92}",0.39999999999999997,0.49999999999999994,0,0.0,1.0,0,92,0
tfidf,1.0,none,"[np.int64(0), np.int64(1)]",1,0.44999999999999996,74,18,0,0,0.8043478260869565,1.0,0.0,0.5,0.891566265060241,0.9536082474226806,"[[0, 18], [0, 74]]","{'NON_SIF_POTENTIAL': 0, 'SIF_POTENTIAL': 92}",0.35,0.5499999999999999,1,0.010869565217391304,0.9891304347826086,0,91,0
tfidf,1.0,none,"[np.int64(0), np.int64(1)]",1,0.49999999999999994,74,18,0,0,0.8043478260869565,1.0,0.0,0.5,0.891566265060241,0.9536082474226806,"[[0, 18], [0, 74]]","{'NON_SIF_POTENTIAL': 0, 'SIF_POTENTIAL': 92}",0.44999999999999996,0.5499999999999999,1,0.010869565217391304,0.9891304347826086,0,91,0
tfidf,1.0,none,"[np.int64(0), np.int64(1)]",1,0.49999999999999994,74,18,0,0,0.8043478260869565,1.0,0.0,0.5,0.891566265060241,0.9536082474226806,"[[0, 18], [0, 74]]","{'NON_SIF_POTENTIAL': 0, 'SIF_POTENTIAL': 92}",0.3999999999999999,0.6,2,0.021739130434782608,0.9782608695652174,0,90,0
tfidf,1.0,none,"[np.int64(0), np.int64(1)]",1,0.5499999999999999,73,18,0,1,0.8021978021978022,0.9864864864864865,0.0,0.49324324324324326,0.8848484848484849,0.9431524547803617,"[[0, 18], [1, 73]]","{'NON_SIF_POTENTIAL': 1, 'SIF_POTENTIAL': 91}",0.49999999999999994,0.6,2,0.021739130434782608,0.9782608695652174,0,90,0
tfidf,1.0,none,"[np.int64(0), np.int64(1)]",1,0.5499999999999999,73,18,0,1,0.8021978021978022,0.9864864864864865,0.0,0.49324324324324326,0.8848484848484849,0.9431524547803617,"[[0, 18], [1, 73]]","{'NON_SIF_POTENTIAL': 1, 'SIF_POTENTIAL': 91}",0.44999999999999996,0.6499999999999999,4,0.043478260869565216,0.9565217391304348,0,88,0
tfidf,1.0,none,"[np.int64(0), np.int64(1)]",1,0.5999999999999999,72,18,0,2,0.8,0.972972972972973,0.0,0.4864864864864865,0.8780487804878049,0.9326424870466322,"[[0, 18], [2, 72]]","{'NON_SIF_POTENTIAL': 2, 'SIF_POTENTIAL': 90}",0.5499999999999998,0.6499999999999999,3,0.03260869565217391,0.967391304347826,1,88,1
tfidf,1.0,none,"[np.int64(0), np.int64(1)]",1,0.5999999999999999,72,18,0,2,0.8,0.972972972972973,0.0,0.4864864864864865,0.8780487804878049,0.9326424870466322,"[[0, 18], [2, 72]]","{'NON_SIF_POTENTIAL': 2, 'SIF_POTENTIAL': 90}",0.4999999999999999,0.6999999999999998,8,0.08695652173913043,0.9130434782608695,0,84,0
tfidf,1.0,none,"[np.int64(0), np.int64(1)]",1,0.6499999999999999,72,16,2,2,0.8181818181818182,0.972972972972973,0.1111111111111111,0.5420420420420421,0.8888888888888888,0.9375,"[[2, 16], [2, 72]]","{'NON_SIF_POTENTIAL': 4, 'SIF_POTENTIAL': 88}",0.5999999999999999,0.7,6,0.06521739130434782,0.9347826086956522,2,84,2
tfidf,1.0,none,"[np.int64(0), np.int64(1)]",1,0.6499999999999999,72,16,2,2,0.8181818181818182,0.972972972972973,0.1111111111111111,0.5420420420420421,0.8888888888888888,0.9375,"[[2, 16], [2, 72]]","{'NON_SIF_POTENTIAL': 4, 'SIF_POTENTIAL': 88}",0.5499999999999999,0.7499999999999999,16,0.17391304347826086,0.8260869565217391,1,75,1
tfidf,1.0,none,"[np.int64(0), np.int64(1)]",1,0.7,70,14,4,4,0.8333333333333334,0.9459459459459459,0.2222222222222222,0.5840840840840841,0.8860759493670886,0.9210526315789475,"[[4, 14], [4, 70]]","{'NON_SIF_POTENTIAL': 8, 'SIF_POTENTIAL': 84}",0.6499999999999999,0.75,13,0.14130434782608695,0.8586956521739131,4,75,2
tfidf,1.0,none,"[np.int64(0), np.int64(1)]",1,0.7,70,14,4,4,0.8333333333333334,0.9459459459459459,0.2222222222222222,0.5840840840840841,0.8860759493670886,0.9210526315789475,"[[4, 14], [4, 70]]","{'NON_SIF_POTENTIAL': 8, 'SIF_POTENTIAL': 84}",0.6,0.7999999999999999,30,0.32608695652173914,0.6739130434782609,2,60,2
tfidf,1.0,none,"[np.int64(0), np.int64(1)]",1,0.7499999999999999,63,12,6,11,0.84,0.8513513513513513,0.3333333333333333,0.5923423423423423,0.8456375838926175,0.8490566037735849,"[[6, 12], [11, 63]]","{'NON_SIF_POTENTIAL': 17, 'SIF_POTENTIAL': 75}",0.6999999999999998,0.7999999999999999,24,0.2608695652173913,0.7391304347826086,8,60,4
tfidf,1.0,none,"[np.int64(0), np.int64(1)]",1,0.7499999999999999,63,12,6,11,0.84,0.8513513513513513,0.3333333333333333,0.5923423423423423,0.8456375838926175,0.8490566037735849,"[[6, 12], [11, 63]]","{'NON_SIF_POTENTIAL': 17, 'SIF_POTENTIAL': 75}",0.6499999999999999,0.8499999999999999,48,0.5217391304347826,0.4782608695652174,4,40,2
tfidf,1.0,balanced,"[np.int64(0), np.int64(1)]",1,0.25,74,18,0,0,0.8043478260869565,1.0,0.0,0.5,0.891566265060241,0.9536082474226806,"[[0, 18], [0, 74]]","{'NON_SIF_POTENTIAL': 0, 'SIF_POTENTIAL': 92}",0.2,0.3,2,0.021739130434782608,0.9782608695652174,0,90,0
tfidf,1.0,balanced,"[np.int64(0), np.int64(1)]",1,0.25,74,18,0,0,0.8043478260869565,1.0,0.0,0.5,0.891566265060241,0.9536082474226806,"[[0, 18], [0, 74]]","{'NON_SIF_POTENTIAL': 0, 'SIF_POTENTIAL': 92}",0.15,0.35,3,0.03260869565217391,0.967391304347826,0,89,0
tfidf,1.0,balanced,"[np.int64(0), np.int64(1)]",1,0.3,72,18,0,2,0.8,0.972972972972973,0.0,0.4864864864864865,0.8780487804878049,0.9326424870466322,"[[0, 18], [2, 72]]","{'NON_SIF_POTENTIAL': 2, 'SIF_POTENTIAL': 90}",0.25,0.35,3,0.03260869565217391,0.967391304347826,0,89,0
tfidf,1.0,balanced,"[np.int64(0), np.int64(1)]",1,0.3,72,18,0,2,0.8,0.972972972972973,0.0,0.4864864864864865,0.8780487804878049,0.9326424870466322,"[[0, 18], [2, 72]]","{'NON_SIF_POTENTIAL': 2, 'SIF_POTENTIAL': 90}",0.19999999999999998,0.4,4,0.043478260869565216,0.9565217391304348,0,88,0
tfidf,1.0,balanced,"[np.int64(0), np.int64(1)]",1,0.35,72,17,1,2,0.8089887640449438,0.972972972972973,0.05555555555555555,0.5142642642642643,0.8834355828220859,0.9350649350649353,"[[1, 17], [2, 72]]","{'NON_SIF_POTENTIAL': 3, 'SIF_POTENTIAL': 89}",0.3,0.39999999999999997,2,0.021739130434782608,0.9782608695652174,2,88,2
tfidf,1.0,balanced,"[np.int64(0), np.int64(1)]",1,0.35,72,17,1,2,0.8089887640449438,0.972972972972973,0.05555555555555555,0.5142642642642643,0.8834355828220859,0.9350649350649353,"[[1, 17], [2, 72]]","{'NON_SIF_POTENTIAL': 3, 'SIF_POTENTIAL': 89}",0.24999999999999997,0.44999999999999996,8,0.08695652173913043,0.9130434782608695,0,84,0
tfidf,1.0,balanced,"[np.int64(0), np.int64(1)]",1,0.39999999999999997,72,16,2,2,0.8181818181818182,0.972972972972973,0.1111111111111111,0.5420420420420421,0.8888888888888888,0.9375,"[[2, 16], [2, 72]]","{'NON_SIF_POTENTIAL': 4, 'SIF_POTENTIAL': 88}",0.35,0.44999999999999996,5,0.05434782608695652,0.9456521739130435,3,84,2
tfidf,1.0,balanced,"[np.int64(0), np.int64(1)]",1,0.39999999999999997,72,16,2,2,0.8181818181818182,0.972972972972973,0.1111111111111111,0.5420420420420421,0.8888888888888888,0.9375,"[[2, 16], [2, 72]]","{'NON_SIF_POTENTIAL': 4, 'SIF_POTENTIAL': 88}",0.29999999999999993,0.5,10,0.10869565217391304,0.8913043478260869,2,80,2
tfidf,1.0,balanced,"[np.int64(0), np.int64(1)]",1,0.44999999999999996,70,14,4,4,0.8333333333333334,0.9459459459459459,0.2222222222222222,0.5840840840840841,0.8860759493670886,0.9210526315789475,"[[4, 14], [4, 70]]","{'NON_SIF_POTENTIAL': 8, 'SIF_POTENTIAL': 84}",0.39999999999999997,0.49999999999999994,8,0.08695652173913043,0.9130434782608695,4,80,2
tfidf,1.0,balanced,"[np.int64(0), np.int64(1)]",1,0.44999999999999996,70,14,4,4,0.8333333333333334,0.9459459459459459,0.2222222222222222,0.5840840840840841,0.8860759493670886,0.9210526315789475,"[[4, 14], [4, 70]]","{'NON_SIF_POTENTIAL': 8, 'SIF_POTENTIAL': 84}",0.35,0.5499999999999999,18,0.1956521739130435,0.8043478260869565,3,71,2
tfidf,1.0,balanced,"[np.int64(0), np.int64(1)]",1,0.49999999999999994,66,14,4,8,0.825,0.8918918918918919,0.2222222222222222,0.557057057057057,0.8571428571428571,0.8776595744680851,"[[4, 14], [8, 66]]","{'NON_SIF_POTENTIAL': 12, 'SIF_POTENTIAL': 80}",0.44999999999999996,0.5499999999999999,13,0.14130434782608695,0.8586956521739131,8,71,4
tfidf,1.0,balanced,"[np.int64(0), np.int64(1)]",1,0.49999999999999994,66,14,4,8,0.825,0.8918918918918919,0.2222222222222222,0.557057057057057,0.8571428571428571,0.8776595744680851,"[[4, 14], [8, 66]]","{'NON_SIF_POTENTIAL': 12, 'SIF_POTENTIAL': 80}",0.3999999999999999,0.6,27,0.29347826086956524,0.7065217391304348,4,61,2
tfidf,1.0,balanced,"[np.int64(0), np.int64(1)]",1,0.5499999999999999,62,9,9,12,0.8732394366197183,0.8378378378378378,0.5,0.6689189189189189,0.8551724137931035,0.8446866485013623,"[[9, 9], [12, 62]]","{'NON_SIF_POTENTIAL': 21, 'SIF_POTENTIAL': 71}",0.49999999999999994,0.6,19,0.20652173913043478,0.7934782608695652,12,61,8
tfidf,1.0,balanced,"[np.int64(0), np.int64(1)]",1,0.5499999999999999,62,9,9,12,0.8732394366197183,0.8378378378378378,0.5,0.6689189189189189,0.8551724137931035,0.8446866485013623,"[[9, 9], [12, 62]]","{'NON_SIF_POTENTIAL': 21, 'SIF_POTENTIAL': 71}",0.44999999999999996,0.6499999999999999,33,0.358695652173913,0.6413043478260869,8,51,4
tfidf,1.0,balanced,"[np.int64(0), np.int64(1)]",1,0.5999999999999999,56,5,13,18,0.9180327868852459,0.7567567567567568,0.7222222222222222,0.7394894894894894,0.8296296296296296,0.7843137254901961,"[[13, 5], [18, 56]]","{'NON_SIF_POTENTIAL': 31, 'SIF_POTENTIAL': 61}",0.5499999999999998,0.6499999999999999,20,0.21739130434782608,0.782608695652174,21,51,12
tfidf,1.0,balanced,"[np.int64(0), np.int64(1)]",1,0.5999999999999999,56,5,13,18,0.9180327868852459,0.7567567567567568,0.7222222222222222,0.7394894894894894,0.8296296296296296,0.7843137254901961,"[[13, 5], [18, 56]]","{'NON_SIF_POTENTIAL': 31, 'SIF_POTENTIAL': 61}",0.4999999999999999,0.6999999999999998,41,0.44565217391304346,0.5543478260869565,12,39,8
tfidf,1.0,balanced,"[np.int64(0), np.int64(1)]",1,0.6499999999999999,48,3,15,26,0.9411764705882353,0.6486486486486487,0.8333333333333334,0.7409909909909911,0.768,0.6916426512968301,"[[15, 3], [26, 48]]","{'NON_SIF_POTENTIAL': 41, 'SIF_POTENTIAL': 51}",0.5999999999999999,0.7,22,0.2391304347826087,0.7608695652173914,31,39,18
tfidf,1.0,balanced,"[np.int64(0), np.int64(1)]",1,0.6499999999999999,48,3,15,26,0.9411764705882353,0.6486486486486487,0.8333333333333334,0.7409909909909911,0.768,0.6916426512968301,"[[15, 3], [26, 48]]","{'NON_SIF_POTENTIAL': 41, 'SIF_POTENTIAL': 51}",0.5499999999999999,0.7499999999999999,47,0.5108695652173914,0.4891304347826087,21,24,12
tfidf,1.0,balanced,"[np.int64(0), np.int64(1)]",1,0.7,39,0,18,35,1.0,0.527027027027027,1.0,0.7635135135135135,0.6902654867256637,0.582089552238806,"[[18, 0], [35, 39]]","{'NON_SIF_POTENTIAL': 53, 'SIF_POTENTIAL': 39}",0.6499999999999999,0.75,27,0.29347826086956524,0.7065217391304348,41,24,26
tfidf,1.0,balanced,"[np.int64(0), np.int64(1)]",1,0.7,39,0,18,35,1.0,0.527027027027027,1.0,0.7635135135135135,0.6902654867256637,0.582089552238806,"[[18, 0], [35, 39]]","{'NON_SIF_POTENTIAL': 53, 'SIF_POTENTIAL': 39}",0.6,0.7999999999999999,49,0.532608695652174,0.4673913043478261,31,12,18
tfidf,1.0,balanced,"[np.int64(0), np.int64(1)]",1,0.7499999999999999,24,0,18,50,1.0,0.32432432432432434,1.0,0.6621621621621622,0.4897959183673469,0.375,"[[18, 0], [50, 24]]","{'NON_SIF_POTENTIAL': 68, 'SIF_POTENTIAL': 24}",0.6999999999999998,0.7999999999999999,27,0.29347826086956524,0.7065217391304348,53,12,35
tfidf,1.0,balanced,"[np.int64(0), np.int64(1)]",1,0.7499999999999999,24,0,18,50,1.0,0.32432432432432434,1.0,0.6621621621621622,0.4897959183673469,0.375,"[[18, 0], [50, 24]]","{'NON_SIF_POTENTIAL': 68, 'SIF_POTENTIAL': 24}",0.6499999999999999,0.8499999999999999,48,0.5217391304347826,0.4782608695652174,41,3,26
tfidf,1.0,non_sif_1_5,"[np.int64(0), np.int64(1)]",1,0.25,74,18,0,0,0.8043478260869565,1.0,0.0,0.5,0.891566265060241,0.9536082474226806,"[[0, 18], [0, 74]]","{'NON_SIF_POTENTIAL': 0, 'SIF_POTENTIAL': 92}",0.2,0.3,0,0.0,1.0,0,92,0
tfidf,1.0,non_sif_1_5,"[np.int64(0), np.int64(1)]",1,0.25,74,18,0,0,0.8043478260869565,1.0,0.0,0.5,0.891566265060241,0.9536082474226806,"[[0, 18], [0, 74]]","{'NON_SIF_POTENTIAL': 0, 'SIF_POTENTIAL': 92}",0.15,0.35,0,0.0,1.0,0,92,0
tfidf,1.0,non_sif_1_5,"[np.int64(0), np.int64(1)]",1,0.3,74,18,0,0,0.8043478260869565,1.0,0.0,0.5,0.891566265060241,0.9536082474226806,"[[0, 18], [0, 74]]","{'NON_SIF_POTENTIAL': 0, 'SIF_POTENTIAL': 92}",0.25,0.35,0,0.0,1.0,0,92,0
tfidf,1.0,non_sif_1_5,"[np.int64(0), np.int64(1)]",1,0.3,74,18,0,0,0.8043478260869565,1.0,0.0,0.5,0.891566265060241,0.9536082474226806,"[[0, 18], [0, 74]]","{'NON_SIF_POTENTIAL': 0, 'SIF_POTENTIAL': 92}",0.19999999999999998,0.4,0,0.0,1.0,0,92,0
tfidf,1.0,non_sif_1_5,"[np.int64(0), np.int64(1)]",1,0.35,74,18,0,0,0.8043478260869565,1.0,0.0,0.5,0.891566265060241,0.9536082474226806,"[[0, 18], [0, 74]]","{'NON_SIF_POTENTIAL': 0, 'SIF_POTENTIAL': 92}",0.3,0.39999999999999997,0,0.0,1.0,0,92,0
tfidf,1.0,non_sif_1_5,"[np.int64(0), np.int64(1)]",1,0.35,74,18,0,0,0.8043478260869565,1.0,0.0,0.5,0.891566265060241,0.9536082474226806,"[[0, 18], [0, 74]]","{'NON_SIF_POTENTIAL': 0, 'SIF_POTENTIAL': 92}",0.24999999999999997,0.44999999999999996,2,0.021739130434782608,0.9782608695652174,0,90,0
tfidf,1.0,non_sif_1_5,"[np.int64(0), np.int64(1)]",1,0.39999999999999997,74,18,0,0,0.8043478260869565,1.0,0.0,0.5,0.891566265060241,0.9536082474226806,"[[0, 18], [0, 74]]","{'NON_SIF_POTENTIAL': 0, 'SIF_POTENTIAL': 92}",0.35,0.44999999999999996,2,0.021739130434782608,0.9782608695652174,0,90,0
tfidf,1.0,non_sif_1_5,"[np.int64(0), np.int64(1)]",1,0.39999999999999997,74,18,0,0,0.8043478260869565,1.0,0.0,0.5,0.891566265060241,0.9536082474226806,"[[0, 18], [0, 74]]","{'NON_SIF_POTENTIAL': 0, 'SIF_POTENTIAL': 92}",0.29999999999999993,0.5,2,0.021739130434782608,0.9782608695652174,0,90,0
tfidf,1.0,non_sif_1_5,"[np.int64(0), np.int64(1)]",1,0.44999999999999996,72,18,0,2,0.8,0.972972972972973,0.0,0.4864864864864865,0.8780487804878049,0.9326424870466322,"[[0, 18], [2, 72]]","{'NON_SIF_POTENTIAL': 2, 'SIF_POTENTIAL': 90}",0.39999999999999997,0.49999999999999994,2,0.021739130434782608,0.9782608695652174,0,90,0
tfidf,1.0,non_sif_1_5,"[np.int64(0), np.int64(1)]",1,0.44999999999999996,72,18,0,2,0.8,0.972972972972973,0.0,0.4864864864864865,0.8780487804878049,0.9326424870466322,"[[0, 18], [2, 72]]","{'NON_SIF_POTENTIAL': 2, 'SIF_POTENTIAL': 90}",0.35,0.5499999999999999,4,0.043478260869565216,0.9565217391304348,0,88,0
tfidf,1.0,non_sif_1_5,"[np.int64(0), np.int64(1)]",1,0.49999999999999994,72,18,0,2,0.8,0.972972972972973,0.0,0.4864864864864865,0.8780487804878049,0.9326424870466322,"[[0, 18], [2, 72]]","{'NON_SIF_POTENTIAL': 2, 'SIF_POTENTIAL': 90}",0.44999999999999996,0.5499999999999999,2,0.021739130434782608,0.9782608695652174,2,88,2
tfidf,1.0,non_sif_1_5,"[np.int64(0), np.int64(1)]",1,0.49999999999999994,72,18,0,2,0.8,0.972972972972973,0.0,0.4864864864864865,0.8780487804878049,0.9326424870466322,"[[0, 18], [2, 72]]","{'NON_SIF_POTENTIAL': 2, 'SIF_POTENTIAL': 90}",0.3999999999999999,0.6,7,0.07608695652173914,0.9239130434782609,0,85,0
tfidf,1.0,non_sif_1_5,"[np.int64(0), np.int64(1)]",1,0.5499999999999999,72,16,2,2,0.8181818181818182,0.972972972972973,0.1111111111111111,0.5420420420420421,0.8888888888888888,0.9375,"[[2, 16], [2, 72]]","{'NON_SIF_POTENTIAL': 4, 'SIF_POTENTIAL': 88}",0.49999999999999994,0.6,5,0.05434782608695652,0.9456521739130435,2,85,2
tfidf,1.0,non_sif_1_5,"[np.int64(0), np.int64(1)]",1,0.5499999999999999,72,16,2,2,0.8181818181818182,0.972972972972973,0.1111111111111111,0.5420420420420421,0.8888888888888888,0.9375,"[[2, 16], [2, 72]]","{'NON_SIF_POTENTIAL': 4, 'SIF_POTENTIAL': 88}",0.44999999999999996,0.6499999999999999,8,0.08695652173913043,0.9130434782608695,2,82,2
tfidf,1.0,non_sif_1_5,"[np.int64(0), np.int64(1)]",1,0.5999999999999999,71,14,4,3,0.8352941176470589,0.9594594594594594,0.2222222222222222,0.5908408408408408,0.8930817610062893,0.9317585301837271,"[[4, 14], [3, 71]]","{'NON_SIF_POTENTIAL': 7, 'SIF_POTENTIAL': 85}",0.5499999999999998,0.6499999999999999,6,0.06521739130434782,0.9347826086956522,4,82,2
tfidf,1.0,non_sif_1_5,"[np.int64(0), np.int64(1)]",1,0.5999999999999999,71,14,4,3,0.8352941176470589,0.9594594594594594,0.2222222222222222,0.5908408408408408,0.8930817610062893,0.9317585301837271,"[[4, 14], [3, 71]]","{'NON_SIF_POTENTIAL': 7, 'SIF_POTENTIAL': 85}",0.4999999999999999,0.6999999999999998,19,0.20652173913043478,0.7934782608695652,2,71,2
tfidf,1.0,non_sif_1_5,"[np.int64(0), np.int64(1)]",1,0.6499999999999999,68,14,4,6,0.8292682926829268,0.918918918918919,0.2222222222222222,0.5705705705705706,0.8717948717948718,0.8994708994708995,"[[4, 14], [6, 68]]","{'NON_SIF_POTENTIAL': 10, 'SIF_POTENTIAL': 82}",0.5999999999999999,0.7,14,0.15217391304347827,0.8478260869565217,7,71,3
tfidf,1.0,non_sif_1_5,"[np.int64(0), np.int64(1)]",1,0.6499999999999999,68,14,4,6,0.8292682926829268,0.918918918918919,0.2222222222222222,0.5705705705705706,0.8717948717948718,0.8994708994708995,"[[4, 14], [6, 68]]","{'NON_SIF_POTENTIAL': 10, 'SIF_POTENTIAL': 82}",0.5499999999999999,0.7499999999999999,27,0.29347826086956524,0.7065217391304348,4,61,2
tfidf,1.0,non_sif_1_5,"[np.int64(0), np.int64(1)]",1,0.7,62,9,9,12,0.8732394366197183,0.8378378378378378,0.5,0.6689189189189189,0.8551724137931035,0.8446866485013623,"[[9, 9], [12, 62]]","{'NON_SIF_POTENTIAL': 21, 'SIF_POTENTIAL': 71}",0.6499999999999999,0.75,21,0.22826086956521738,0.7717391304347826,10,61,6
tfidf,1.0,non_sif_1_5,"[np.int64(0), np.int64(1)]",1,0.7,62,9,9,12,0.8732394366197183,0.8378378378378378,0.5,0.6689189189189189,0.8551724137931035,0.8446866485013623,"[[9, 9], [12, 62]]","{'NON_SIF_POTENTIAL': 21, 'SIF_POTENTIAL': 71}",0.6,0.7999999999999999,39,0.42391304347826086,0.5760869565217391,7,46,3
tfidf,1.0,non_sif_1_5,"[np.int64(0), np.int64(1)]",1,0.7499999999999999,56,5,13,18,0.9180327868852459,0.7567567567567568,0.7222222222222222,0.7394894894894894,0.8296296296296296,0.7843137254901961,"[[13, 5], [18, 56]]","{'NON_SIF_POTENTIAL': 31, 'SIF_POTENTIAL': 61}",0.6999999999999998,0.7999999999999999,25,0.2717391304347826,0.7282608695652174,21,46,12
tfidf,1.0,non_sif_1_5,"[np.int64(0), np.int64(1)]",1,0.7499999999999999,56,5,13,18,0.9180327868852459,0.7567567567567568,0.7222222222222222,0.7394894894894894,0.8296296296296296,0.7843137254901961,"[[13, 5], [18, 56]]","{'NON_SIF_POTENTIAL': 31, 'SIF_POTENTIAL': 61}",0.6499999999999999,0.8499999999999999,53,0.5760869565217391,0.42391304347826086,10,29,6
tfidf,2.0,none,"[np.int64(0), np.int64(1)]",1,0.25,74,18,0,0,0.8043478260869565,1.0,0.0,0.5,0.891566265060241,0.9536082474226806,"[[0, 18], [0, 74]]","{'NON_SIF_POTENTIAL': 0, 'SIF_POTENTIAL': 92}",0.2,0.3,0,0.0,1.0,0,92,0
tfidf,2.0,none,"[np.int64(0), np.int64(1)]",1,0.25,74,18,0,0,0.8043478260869565,1.0,0.0,0.5,0.891566265060241,0.9536082474226806,"[[0, 18], [0, 74]]","{'NON_SIF_POTENTIAL': 0, 'SIF_POTENTIAL': 92}",0.15,0.35,0,0.0,1.0,0,92,0
tfidf,2.0,none,"[np.int64(0), np.int64(1)]",1,0.3,74,18,0,0,0.8043478260869565,1.0,0.0,0.5,0.891566265060241,0.9536082474226806,"[[0, 18], [0, 74]]","{'NON_SIF_POTENTIAL': 0, 'SIF_POTENTIAL': 92}",0.25,0.35,0,0.0,1.0,0,92,0
tfidf,2.0,none,"[np.int64(0), np.int64(1)]",1,0.3,74,18,0,0,0.8043478260869565,1.0,0.0,0.5,0.891566265060241,0.9536082474226806,"[[0, 18], [0, 74]]","{'NON_SIF_POTENTIAL': 0, 'SIF_POTENTIAL': 92}",0.19999999999999998,0.4,0,0.0,1.0,0,92,0
tfidf,2.0,none,"[np.int64(0), np.int64(1)]",1,0.35,74,18,0,0,0.8043478260869565,1.0,0.0,0.5,0.891566265060241,0.9536082474226806,"[[0, 18], [0, 74]]","{'NON_SIF_POTENTIAL': 0, 'SIF_POTENTIAL': 92}",0.3,0.39999999999999997,0,0.0,1.0,0,92,0
tfidf,2.0,none,"[np.int64(0), np.int64(1)]",1,0.35,74,18,0,0,0.8043478260869565,1.0,0.0,0.5,0.891566265060241,0.9536082474226806,"[[0, 18], [0, 74]]","{'NON_SIF_POTENTIAL': 0, 'SIF_POTENTIAL': 92}",0.24999999999999997,0.44999999999999996,1,0.010869565217391304,0.9891304347826086,0,91,0
tfidf,2.0,none,"[np.int64(0), np.int64(1)]",1,0.39999999999999997,74,18,0,0,0.8043478260869565,1.0,0.0,0.5,0.891566265060241,0.9536082474226806,"[[0, 18], [0, 74]]","{'NON_SIF_POTENTIAL': 0, 'SIF_POTENTIAL': 92}",0.35,0.44999999999999996,1,0.010869565217391304,0.9891304347826086,0,91,0
tfidf,2.0,none,"[np.int64(0), np.int64(1)]",1,0.39999999999999997,74,18,0,0,0.8043478260869565,1.0,0.0,0.5,0.891566265060241,0.9536082474226806,"[[0, 18], [0, 74]]","{'NON_SIF_POTENTIAL': 0, 'SIF_POTENTIAL': 92}",0.29999999999999993,0.5,2,0.021739130434782608,0.9782608695652174,0,90,0
tfidf,2.0,none,"[np.int64(0), np.int64(1)]",1,0.44999999999999996,73,18,0,1,0.8021978021978022,0.9864864864864865,0.0,0.49324324324324326,0.8848484848484849,0.9431524547803617,"[[0, 18], [1, 73]]","{'NON_SIF_POTENTIAL': 1, 'SIF_POTENTIAL': 91}",0.39999999999999997,0.49999999999999994,2,0.021739130434782608,0.9782608695652174,0,90,0
tfidf,2.0,none,"[np.int64(0), np.int64(1)]",1,0.44999999999999996,73,18,0,1,0.8021978021978022,0.9864864864864865,0.0,0.49324324324324326,0.8848484848484849,0.9431524547803617,"[[0, 18], [1, 73]]","{'NON_SIF_POTENTIAL': 1, 'SIF_POTENTIAL': 91}",0.35,0.5499999999999999,2,0.021739130434782608,0.9782608695652174,0,90,0
tfidf,2.0,none,"[np.int64(0), np.int64(1)]",1,0.49999999999999994,72,18,0,2,0.8,0.972972972972973,0.0,0.4864864864864865,0.8780487804878049,0.9326424870466322,"[[0, 18], [2, 72]]","{'NON_SIF_POTENTIAL': 2, 'SIF_POTENTIAL': 90}",0.44999999999999996,0.5499999999999999,1,0.010869565217391304,0.9891304347826086,1,90,1
tfidf,2.0,none,"[np.int64(0), np.int64(1)]",1,0.49999999999999994,72,18,0,2,0.8,0.972972972972973,0.0,0.4864864864864865,0.8780487804878049,0.9326424870466322,"[[0, 18], [2, 72]]","{'NON_SIF_POTENTIAL': 2, 'SIF_POTENTIAL': 90}",0.3999999999999999,0.6,4,0.043478260869565216,0.9565217391304348,0,88,0
tfidf,2.0,none,"[np.int64(0), np.int64(1)]",1,0.5499999999999999,72,18,0,2,0.8,0.972972972972973,0.0,0.4864864864864865,0.8780487804878049,0.9326424870466322,"[[0, 18], [2, 72]]","{'NON_SIF_POTENTIAL': 2, 'SIF_POTENTIAL': 90}",0.49999999999999994,0.6,2,0.021739130434782608,0.9782608695652174,2,88,2
tfidf,2.0,none,"[np.int64(0), np.int64(1)]",1,0.5499999999999999,72,18,0,2,0.8,0.972972972972973,0.0,0.4864864864864865,0.8780487804878049,0.9326424870466322,"[[0, 18], [2, 72]]","{'NON_SIF_POTENTIAL': 2, 'SIF_POTENTIAL': 90}",0.44999999999999996,0.6499999999999999,6,0.06521739130434782,0.9347826086956522,1,85,1
tfidf,2.0,none,"[np.int64(0), np.int64(1)]",1,0.5999999999999999,72,16,2,2,0.8181818181818182,0.972972972972973,0.1111111111111111,0.5420420420420421,0.8888888888888888,0.9375,"[[2, 16], [2, 72]]","{'NON_SIF_POTENTIAL': 4, 'SIF_POTENTIAL': 88}",0.5499999999999998,0.6499999999999999,5,0.05434782608695652,0.9456521739130435,2,85,2
