checkpoint,model_family,c,class_weight,classes,positive_probability_column,threshold,true_positives,false_positives,true_negatives,false_negatives,precision,recall,specificity,balanced_accuracy,f1,f2,confusion_matrix,predicted_class_counts,lower,upper,review_count,review_rate,automatic_decision_coverage,auto_non_sif,auto_sif,human_positive_routed_auto_non_sif
existing_only,tfidf,0.5,balanced,"[np.int64(0), np.int64(1)]",1,0.5999999999999999,115,8,49,60,0.9349593495934959,0.6571428571428571,0.8596491228070176,0.7583959899749373,0.7718120805369127,0.6986634264884569,"[[49, 8], [60, 115]]","{'NON_SIF_POTENTIAL': 109, 'SIF_POTENTIAL': 123}",0.5499999999999998,0.6499999999999999,86,0.3706896551724138,0.6293103448275862,72,74,33
existing_only,tfidf,0.5,balanced,"[np.int64(0), np.int64(1)]",1,0.5999999999999999,115,8,49,60,0.9349593495934959,0.6571428571428571,0.8596491228070176,0.7583959899749373,0.7718120805369127,0.6986634264884569,"[[49, 8], [60, 115]]","{'NON_SIF_POTENTIAL': 109, 'SIF_POTENTIAL': 123}",0.4999999999999999,0.6999999999999998,161,0.6939655172413793,0.30603448275862066,35,36,13
existing_only,tfidf,0.5,balanced,"[np.int64(0), np.int64(1)]",1,0.6499999999999999,73,1,56,102,0.9864864864864865,0.41714285714285715,0.9824561403508771,0.6997994987468672,0.5863453815261044,0.4715762273901809,"[[56, 1], [102, 73]]","{'NON_SIF_POTENTIAL': 158, 'SIF_POTENTIAL': 74}",0.5999999999999999,0.7,87,0.375,0.625,109,36,60
existing_only,tfidf,0.5,balanced,"[np.int64(0), np.int64(1)]",1,0.6499999999999999,73,1,56,102,0.9864864864864865,0.41714285714285715,0.9824561403508771,0.6997994987468672,0.5863453815261044,0.4715762273901809,"[[56, 1], [102, 73]]","{'NON_SIF_POTENTIAL': 158, 'SIF_POTENTIAL': 74}",0.5499999999999999,0.7499999999999999,152,0.6551724137931034,0.3448275862068966,72,8,33
existing_only,tfidf,0.5,balanced,"[np.int64(0), np.int64(1)]",1,0.7,36,0,57,139,1.0,0.2057142857142857,1.0,0.6028571428571429,0.3412322274881517,0.24456521739130432,"[[57, 0], [139, 36]]","{'NON_SIF_POTENTIAL': 196, 'SIF_POTENTIAL': 36}",0.6499999999999999,0.75,66,0.28448275862068967,0.7155172413793104,158,8,102
existing_only,tfidf,0.5,balanced,"[np.int64(0), np.int64(1)]",1,0.7,36,0,57,139,1.0,0.2057142857142857,1.0,0.6028571428571429,0.3412322274881517,0.24456521739130432,"[[57, 0], [139, 36]]","{'NON_SIF_POTENTIAL': 196, 'SIF_POTENTIAL': 36}",0.6,0.7999999999999999,122,0.5258620689655172,0.47413793103448276,109,1,60
existing_only,tfidf,0.5,balanced,"[np.int64(0), np.int64(1)]",1,0.7499999999999998,8,0,57,167,1.0,0.045714285714285714,1.0,0.5228571428571429,0.08743169398907104,0.05649717514124294,"[[57, 0], [167, 8]]","{'NON_SIF_POTENTIAL': 224, 'SIF_POTENTIAL': 8}",0.6999999999999997,0.7999999999999998,35,0.15086206896551724,0.8491379310344828,196,1,139
existing_only,tfidf,0.5,balanced,"[np.int64(0), np.int64(1)]",1,0.7499999999999998,8,0,57,167,1.0,0.045714285714285714,1.0,0.5228571428571429,0.08743169398907104,0.05649717514124294,"[[57, 0], [167, 8]]","{'NON_SIF_POTENTIAL': 224, 'SIF_POTENTIAL': 8}",0.6499999999999998,0.8499999999999998,74,0.31896551724137934,0.6810344827586207,158,0,102
existing_only,tfidf,0.5,balanced,"[np.int64(0), np.int64(1)]",1,0.7999999999999998,1,0,57,174,1.0,0.005714285714285714,1.0,0.5028571428571429,0.011363636363636364,0.007132667617689016,"[[57, 0], [174, 1]]","{'NON_SIF_POTENTIAL': 231, 'SIF_POTENTIAL': 1}",0.7499999999999998,0.8499999999999999,8,0.034482758620689655,0.9655172413793104,224,0,167
existing_only,tfidf,0.5,balanced,"[np.int64(0), np.int64(1)]",1,0.7999999999999998,1,0,57,174,1.0,0.005714285714285714,1.0,0.5028571428571429,0.011363636363636364,0.007132667617689016,"[[57, 0], [174, 1]]","{'NON_SIF_POTENTIAL': 231, 'SIF_POTENTIAL': 1}",0.6999999999999998,0.8999999999999998,36,0.15517241379310345,0.8448275862068966,196,0,139
existing_only,tfidf,0.5,non_sif_1_5,"[np.int64(0), np.int64(1)]",1,0.2,175,57,0,0,0.7543103448275862,1.0,0.0,0.5,0.85995085995086,0.9388412017167381,"[[0, 57], [0, 175]]","{'NON_SIF_POTENTIAL': 0, 'SIF_POTENTIAL': 232}",0.15000000000000002,0.25,0,0.0,1.0,0,232,0
existing_only,tfidf,0.5,non_sif_1_5,"[np.int64(0), np.int64(1)]",1,0.2,175,57,0,0,0.7543103448275862,1.0,0.0,0.5,0.85995085995086,0.9388412017167381,"[[0, 57], [0, 175]]","{'NON_SIF_POTENTIAL': 0, 'SIF_POTENTIAL': 232}",0.1,0.30000000000000004,0,0.0,1.0,0,232,0
existing_only,tfidf,0.5,non_sif_1_5,"[np.int64(0), np.int64(1)]",1,0.25,175,57,0,0,0.7543103448275862,1.0,0.0,0.5,0.85995085995086,0.9388412017167381,"[[0, 57], [0, 175]]","{'NON_SIF_POTENTIAL': 0, 'SIF_POTENTIAL': 232}",0.2,0.3,0,0.0,1.0,0,232,0
existing_only,tfidf,0.5,non_sif_1_5,"[np.int64(0), np.int64(1)]",1,0.25,175,57,0,0,0.7543103448275862,1.0,0.0,0.5,0.85995085995086,0.9388412017167381,"[[0, 57], [0, 175]]","{'NON_SIF_POTENTIAL': 0, 'SIF_POTENTIAL': 232}",0.15,0.35,0,0.0,1.0,0,232,0
existing_only,tfidf,0.5,non_sif_1_5,"[np.int64(0), np.int64(1)]",1,0.3,175,57,0,0,0.7543103448275862,1.0,0.0,0.5,0.85995085995086,0.9388412017167381,"[[0, 57], [0, 175]]","{'NON_SIF_POTENTIAL': 0, 'SIF_POTENTIAL': 232}",0.25,0.35,0,0.0,1.0,0,232,0
existing_only,tfidf,0.5,non_sif_1_5,"[np.int64(0), np.int64(1)]",1,0.3,175,57,0,0,0.7543103448275862,1.0,0.0,0.5,0.85995085995086,0.9388412017167381,"[[0, 57], [0, 175]]","{'NON_SIF_POTENTIAL': 0, 'SIF_POTENTIAL': 232}",0.19999999999999998,0.4,0,0.0,1.0,0,232,0
existing_only,tfidf,0.5,non_sif_1_5,"[np.int64(0), np.int64(1)]",1,0.35,175,57,0,0,0.7543103448275862,1.0,0.0,0.5,0.85995085995086,0.9388412017167381,"[[0, 57], [0, 175]]","{'NON_SIF_POTENTIAL': 0, 'SIF_POTENTIAL': 232}",0.3,0.39999999999999997,0,0.0,1.0,0,232,0
existing_only,tfidf,0.5,non_sif_1_5,"[np.int64(0), np.int64(1)]",1,0.35,175,57,0,0,0.7543103448275862,1.0,0.0,0.5,0.85995085995086,0.9388412017167381,"[[0, 57], [0, 175]]","{'NON_SIF_POTENTIAL': 0, 'SIF_POTENTIAL': 232}",0.24999999999999997,0.44999999999999996,0,0.0,1.0,0,232,0
existing_only,tfidf,0.5,non_sif_1_5,"[np.int64(0), np.int64(1)]",1,0.39999999999999997,175,57,0,0,0.7543103448275862,1.0,0.0,0.5,0.85995085995086,0.9388412017167381,"[[0, 57], [0, 175]]","{'NON_SIF_POTENTIAL': 0, 'SIF_POTENTIAL': 232}",0.35,0.44999999999999996,0,0.0,1.0,0,232,0
